iter	Passed	Remaining
1422	6243	2531
1423	6247	2527
1424	6251	2522
1425	6255	2517
1426	6259	2513
1427	6263	2509
1428	6267	2504
1429	6272	2500
1430	6276	2495
1431	6281	2491
1432	6285	2486
1433	6289	2482
1434	6293	2477
1435	6298	2473
1436	6302	2469
1437	6306	2464
1438	6310	2460
1439	6314	2455
1440	6318	2451
1441	6323	2446
1442	6327	2442
1443	6331	2437
1444	6335	2433
1445	6339	2428
1446	6343	2424
1447	6347	2419
1448	6351	2415
1449	6356	2410
1450	6360	2406
1451	6364	2401
1452	6368	2397
1453	6372	2392
1454	6376	2388
1455	6380	2384
1456	6384	2379
1457	6388	2375
1458	6393	2370
1459	6397	2366
1460	6401	2361
1461	6405	2357
1462	6409	2352
1463	6413	2348
1464	6418	2343
1465	6422	2339
1466	6426	2335
1467	6430	2330
1468	6435	2326
1469	6439	2321
1470	6443	2317
1471	6447	2312
1472	6451	2308
1473	6455	2303
1474	6459	2299
1475	6463	2294
1476	6467	2290
1477	6472	2285
1478	6476	2281
1479	6480	2276
1480	6484	2272
1481	6489	2268
1482	6493	2263
1483	6497	2259
1484	6501	2254
1485	6505	2250
1486	6509	2245
1487	6513	2241
1488	6517	2236
1489	6521	2232
1490	6525	2227
1491	6529	2223
1492	6533	2218
1493	6537	2214
1494	6541	2209
1495	6546	2205
1496	6549	2200
1497	6553	2196
1498	6557	2191
1499	6561	2187
1500	6566	2182
1501	6571	2178
1502	6575	2174
1503	6579	2169
1504	6583	2165
1505	6587	2160
1506	6591	2156
1507	6595	2151
1508	6600	2147
1509	6604	2143
1510	6609	2138
1511	6613	2134
1512	6618	2130
1513	6622	2125
1514	6626	2121
1515	6630	2116
1516	6634	2112
1517	6638	2107
1518	6642	2103
1519	6646	2099
1520	6650	2094
1521	6655	2090
1522	6659	2085
1523	6663	2081
1524	6667	2076
1525	6673	2072
1526	6677	2068
1527	6682	2064
1528	6686	2059
1529	6690	2055
1530	6694	2050
1531	6698	2046
1532	6703	2042
1533	6707	2037
1534	6712	2033
1535	6716	2029
1536	6721	2024
1537	6724	2020
1538	6728	2015
1539	6733	2011
1540	6737	2006
1541	6741	2002
1542	6745	1997
1543	6749	1993
1544	6753	1988
1545	6757	1984
1546	6761	1979
1547	6764	1975
1548	6768	1970
1549	6773	1966
1550	6777	1962
1551	6781	1957
1552	6785	1953
1553	6790	1948
1554	6794	1944
1555	6798	1939
1556	6804	1935
1557	6808	1931
1558	6812	1927
1559	6816	1922
1560	6821	1918
1561	6825	1913
1562	6829	1909
1563	6833	1905
1564	6838	1900
1565	6842	1896
1566	6846	1891
1567	6850	1887
1568	6854	1882
1569	6859	1878
1570	6863	1874
1571	6867	1869
1572	6871	1865
1573	6875	1860
1574	6879	1856
1575	6884	1852
1576	6888	1847
1577	6892	1843
1578	6896	1838
1579	6900	1834
1580	6904	1829
1581	6908	1825
1582	6912	1821
1583	6917	1816
1584	6921	1812
1585	6925	1807
1586	6929	1803
1587	6933	1798
1588	6937	1794
1589	6941	1789
1590	6945	1785
1591	6949	1781
1592	6954	1776
1593	6958	1772
1594	6962	1767
1595	6966	1763
1596	6970	1759
1597	6975	1754
1598	6979	1750
1599	6984	1746
1600	6988	1741
1601	6993	1737
1602	6997	1732
1603	7001	1728
1604	7005	1724
1605	7009	1719
1606	7013	1715
1607	7018	1710
1608	7022	1706
1609	7026	1701
1610	7030	1697
1611	7035	1693
1612	7039	1688
1613	7043	1684
1614	7047	1679
1615	7051	1675
1616	7055	1671
1617	7059	1666
1618	7063	1662
1619	7068	1658
1620	7073	1653
1621	7077	1649
1622	7081	1644
1623	7085	1640
1624	7089	1636
1625	7093	1631
1626	7098	1627
1627	7102	1622
1628	7106	1618
1629	7110	1614
1630	7114	1609
1631	7118	1605
1632	7123	1600
1633	7127	1596
1634	7131	1591
1635	7135	1587
1636	7140	1583
1637	7144	1578
1638	7148	1574
1639	7151	1569
1640	7156	1565
1641	7160	1561
1642	7164	1556
1643	7168	1552
1644	7172	1547
1645	7176	1543
1646	7180	1539
1647	7184	1534
1648	7188	1530
1649	7193	1525
1650	7197	1521
1651	7201	1517
1652	7205	1512
1653	7210	1508
1654	7214	1503
1655	7218	1499
1656	7222	1495
1657	7226	1490
1658	7230	1486
1659	7235	1481
1660	7239	1477
1661	7243	1473
1662	7247	1468
1663	7251	1464
1664	7255	1459
1665	7260	1455
1666	7264	1451
1667	7268	1446
1668	7273	1442
1669	7277	1438
1670	7281	1433
1671	7285	1429
1672	7289	1424
1673	7293	1420
1674	7297	1415
1675	7301	1411
1676	7305	1407
1677	7310	1402
1678	7314	1398
1679	7318	1393
1680	7322	1389
1681	7326	1385
1682	7330	1380
